review_id,bank_id,review_text,rating,review_date,sentiment_label_vader,sentiment_score_vader,sentiment_label_distilbert,sentiment_score_distilbert,themes,primary_theme,source,created_at,bank_name,bank_code
1979,1,"Smart and easy to use, i like this app",5,2025-02-08,POSITIVE,0.7964,POSITIVE,0.9998,['User Interface & Experience'],User Interface & Experience,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
1980,1,The best app I love it,5,2025-02-08,POSITIVE,0.8555,POSITIVE,0.9999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
1981,1,Is not useful,3,2025-02-08,NEGATIVE,0.3412,NEGATIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
1982,1,It's ok,5,2025-02-08,POSITIVE,0.296,POSITIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
1983,1,Like,3,2025-02-08,POSITIVE,0.3612,POSITIVE,0.9911,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
1984,1,It's good,5,2025-02-08,POSITIVE,0.4404,POSITIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
1985,1,Its good service,4,2025-02-07,POSITIVE,0.4404,POSITIVE,0.9998,['Customer Support'],Customer Support,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
1986,1,Recent transactions doesn't load properly sometimes . And also when transferring to someone sometimes it says failed and but already transferred which might cause to double transfer,1,2025-02-07,NEGATIVE,0.2846,NEGATIVE,0.9992,"['Transaction Performance', 'Technical Issues']",Transaction Performance,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
1987,1,"It used to work properly, but not anymore. I used to use the app from abroad; but these days, it kept saying ""unable to connect"" when I tried to check my balance and do transactions.",1,2025-02-07,NEUTRAL,0.0,NEGATIVE,0.9992,['Transaction Performance'],Transaction Performance,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
1988,1,Awash birr pro,1,2025-02-07,NEUTRAL,0.0,NEGATIVE,0.9963,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
1989,1,It is a very important application.,5,2025-02-07,POSITIVE,0.2716,POSITIVE,0.9997,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
1990,1,Good,3,2025-02-07,POSITIVE,0.4404,POSITIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
1991,1,It crashes frequently,2,2025-02-07,NEUTRAL,0.0,NEGATIVE,0.9993,['Technical Issues'],Technical Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
1992,1,Good,1,2025-02-07,POSITIVE,0.4404,POSITIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
1993,1,To save my time best app to me i like this app tnx cbe !!!,5,2025-02-07,POSITIVE,0.9165,NEGATIVE,0.9875,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
1994,1,Very nice,5,2025-02-06,POSITIVE,0.4754,POSITIVE,0.9999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
1995,1,"It is a shame not to appreciate the recent system improvements that the Commercial Bank of Ethiopia has been making, and I have no doubt that it will be different from this, InshaAllah. Another thing I would like to comment on is that the current method for transferring money to Telebir can own be sent to the person. So, it is possible to send money directly from the Commercial Bank to other banks. If you make it possible to transfer money directly to anyone, I would be very grateful.thank you",5,2025-02-06,POSITIVE,0.1411,POSITIVE,0.9879,"['Feature Requests', 'Transaction Performance']",Feature Requests,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
1996,1,Comfortable,5,2025-02-06,POSITIVE,0.5106,POSITIVE,0.9999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
1997,1,Help,5,2025-02-05,POSITIVE,0.4019,POSITIVE,0.9893,['Customer Support'],Customer Support,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
1998,1,App keeps on crashing after the latest update. Failures are frequent.,3,2025-02-05,NEGATIVE,0.4588,NEGATIVE,0.9994,['Technical Issues'],Technical Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
1999,1,Best service,3,2025-02-05,POSITIVE,0.6369,POSITIVE,0.9998,['Customer Support'],Customer Support,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2000,1,I don't need to update this app,5,2025-02-05,NEUTRAL,0.0,POSITIVE,0.8772,['Feature Requests'],Feature Requests,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2001,1,Good work !! Thank you !,5,2025-02-05,POSITIVE,0.7412,POSITIVE,0.9999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2002,1,Application Baay'ee Gaariidha . Hojii Keenya Salphisuu fi Yeroo Nuuf Qusachuu Keeysatti .... Waan Jajjabeeyfamuu Qabuudha !!!,5,2025-02-05,NEUTRAL,0.0,NEGATIVE,0.99,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2003,1,"After the new update I'm struggling to use this app,it suddenly crush or close automatically pls fix this problem",1,2025-02-05,NEGATIVE,0.7003,NEGATIVE,0.9997,['Technical Issues'],Technical Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2004,1,Very fast and easy to use,5,2025-02-05,POSITIVE,0.4877,POSITIVE,0.9995,"['Transaction Performance', 'User Interface & Experience']",Transaction Performance,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2005,1,It is best application,5,2025-02-04,POSITIVE,0.6369,POSITIVE,0.9996,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2006,1,This apps amazing,5,2025-02-04,POSITIVE,0.5859,POSITIVE,0.9999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2007,1,This App. Is just a Meaningful Application for our country..,5,2025-02-04,POSITIVE,0.3182,POSITIVE,0.999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2008,1,"This App Is Best and Fantastic Because easy to use, It has Best security Specially Two Specific Authentication so this security is not path unauthorized person to Our account History. Thankyou CBE For We give this service",5,2025-02-04,POSITIVE,0.9657,POSITIVE,0.9994,"['Account Access Issues', 'User Interface & Experience', 'Customer Support', 'Security & Privacy']",Account Access Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2009,1,The app is crashing several times it's really annoying and sometimes it's says failed during different operations ?????? Please fix it!?,1,2025-02-04,NEGATIVE,0.7387,NEGATIVE,0.9997,['Technical Issues'],Technical Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2010,1,Efficient,5,2025-02-04,POSITIVE,0.4215,POSITIVE,0.9999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2011,1,So nice,5,2025-02-03,POSITIVE,0.4754,POSITIVE,0.9999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2012,1,that is good,5,2025-02-03,POSITIVE,0.4404,POSITIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2013,1,"I have seen lots of great updates right here, especially the 2FA using the biometric security technique, I suggest you work on minimising app crashing due to the accumulation of cache, very little cache crash it.",4,2025-02-03,POSITIVE,0.5879,POSITIVE,0.8294,"['Security & Privacy', 'Technical Issues']",Security & Privacy,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2014,1,The Best mobile banking app in Ethiopia. Thanks CBE,5,2025-02-03,POSITIVE,0.7964,POSITIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2015,1,Best app,4,2025-02-03,POSITIVE,0.6369,POSITIVE,0.9997,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2016,1,Too poor comparing to other countries.,1,2025-02-03,NEGATIVE,0.4767,NEGATIVE,0.9996,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2017,1,Tank,5,2025-02-03,NEUTRAL,0.0,NEGATIVE,0.9977,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2018,1,Senà shelu,5,2025-02-02,NEUTRAL,0.0,POSITIVE,0.7489,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2019,1,it is not working,5,2025-02-02,NEUTRAL,0.0,NEGATIVE,0.9998,['Technical Issues'],Technical Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2020,1,Waww,1,2025-02-02,NEUTRAL,0.0,NEGATIVE,0.9088,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2021,1,It is good,5,2025-02-02,POSITIVE,0.4404,POSITIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2022,1,"I updated to the new version a while ago and it keeps crashing, maybe you can fix it.",3,2025-02-02,NEUTRAL,0.0,NEGATIVE,0.9964,['Technical Issues'],Technical Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2023,1,Simple good app,4,2025-02-02,POSITIVE,0.4404,POSITIVE,0.9999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2024,1,"After the last two update, I am facing the worst experience with this app.",1,2025-02-02,NEGATIVE,0.6249,NEGATIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2025,1,Now it's crashing like crazy. It doesn't even open after a recent update.,1,2025-02-01,NEUTRAL,0.0258,NEGATIVE,0.9996,['Technical Issues'],Technical Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2026,1,This app is so incredible,5,2025-02-01,NEUTRAL,0.0,POSITIVE,0.9999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2027,1,Mobail banking is the letest tecnologi,5,2025-02-01,NEUTRAL,0.0,NEGATIVE,0.994,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2028,1,without any reason it shows white screen and can't make transfers. Then when I went to branch then they reply go to the branch where you open your account.,1,2025-02-01,NEUTRAL,0.0,NEGATIVE,0.9969,"['Account Access Issues', 'Transaction Performance', 'User Interface & Experience']",Account Access Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2029,1,It used to be the best bank app in Ethiopia. But now using it is a terrible experience. For every transaction it shows an error message. Making a simple payment requires 5 to 6 trials to complete.,1,2025-01-31,NEGATIVE,0.7269,NEGATIVE,0.9971,"['Transaction Performance', 'User Interface & Experience', 'Technical Issues']",Transaction Performance,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2030,1,it does not connect,1,2025-01-31,NEUTRAL,0.0,NEGATIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2031,1,Good application,5,2025-01-31,POSITIVE,0.4404,POSITIVE,0.9999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2032,1,The worst I had to flight back to fix my app it need you to go back every 4 month not reliable for foreigners,1,2025-01-31,NEGATIVE,0.6249,NEGATIVE,0.9998,['Feature Requests'],Feature Requests,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2033,1,This should run for worst app of the year,1,2025-01-31,NEGATIVE,0.6249,NEGATIVE,0.9998,['Feature Requests'],Feature Requests,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2034,1,Very bad,1,2025-01-31,NEGATIVE,0.5849,NEGATIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2035,1,Bad,1,2025-01-31,NEGATIVE,0.5423,NEGATIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2036,1,It is nice app!,4,2025-01-31,POSITIVE,0.4753,POSITIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2037,1,"It's easy to use, but there is some problems sometimes when update the app in the network areas...",4,2025-01-31,NEGATIVE,0.3818,NEGATIVE,0.9944,"['User Interface & Experience', 'Technical Issues']",User Interface & Experience,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2038,1,No manage beneficiary for my app,1,2025-01-30,NEGATIVE,0.5795,NEGATIVE,0.9996,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2039,1,Its good but we need an option of choosing a specific period to get a historique of transactions. For example when i want to check my previous transactions i only get few transactions. Thank you.,2,2025-01-30,POSITIVE,0.6858,POSITIVE,0.852,"['Feature Requests', 'Transaction Performance']",Feature Requests,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2040,1,Very good mobile app,5,2025-01-30,POSITIVE,0.4927,POSITIVE,0.9999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2041,1,Very Good,5,2025-01-30,POSITIVE,0.4927,POSITIVE,0.9999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2042,1,"Something is wrong with the new update,it keep closing itself and i couldn't made an important transaction.",3,2025-01-30,NEGATIVE,0.5707,NEGATIVE,0.9995,['Transaction Performance'],Transaction Performance,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2043,1,The latest updates crushes repeatedly on my Redmi Note 12 pro plus. If you could correct the issue.,1,2025-01-30,NEGATIVE,0.4404,NEGATIVE,0.9995,['Technical Issues'],Technical Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2044,1,Not worek recipient !!,1,2025-01-29,NEUTRAL,0.0,NEGATIVE,0.6951,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2045,1,Best application,5,2025-01-29,POSITIVE,0.6369,POSITIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2084,1,"The app is simply trash, the only thing that's keeping them afloat is that the woods for the other Ethiopian banks is even trashier",1,2025-01-25,NEUTRAL,0.0,NEGATIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2085,1,It very important app,5,2025-01-25,POSITIVE,0.2716,POSITIVE,0.9997,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2046,1,"I’ve been using the CBE mobile banking app, and overall, I appreciate its features. However, I’ve noticed that when I turn on the developer options on my device, the app stops functioning properly. It would be great if you could look into this issue, as I often need to access developer settings for other applications. Thank you for your attention to this matter!",1,2025-01-29,POSITIVE,0.8449,NEGATIVE,0.9523,"['Feature Requests', 'Account Access Issues', 'Technical Issues']",Feature Requests,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2047,1,I like the app,5,2025-01-29,POSITIVE,0.3612,POSITIVE,0.9994,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2048,1,"If you are living outside of Ethiopia you better not deposit large money into your mobile account. It can kick you off any time for some small reasons and the only way you can recover is either to go to the bank in person or you need to have access to your phone which is impossible if you are living outside Ethiopia. The only option you will be left with is, you can't use your money. At least it would be better if you can recover your account using email or other verification ...",1,2025-01-29,POSITIVE,0.7003,NEGATIVE,0.9994,"['Account Access Issues', 'Feature Requests', 'Security & Privacy']",Account Access Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2049,1,Number one,5,2025-01-29,POSITIVE,0.0772,POSITIVE,0.9997,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2050,1,Updating the app is must everytime they release it even to reload the transaction.,2,2025-01-29,NEUTRAL,0.0,NEGATIVE,0.9954,['Transaction Performance'],Transaction Performance,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2051,1,These app is beast But the new update is great,5,2025-01-29,POSITIVE,0.7684,POSITIVE,0.9993,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2052,1,Bahilu ketema,2,2025-01-29,NEUTRAL,0.0,NEGATIVE,0.9338,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2053,1,It's easy and user friendly!,5,2025-01-29,POSITIVE,0.75,POSITIVE,0.9989,['User Interface & Experience'],User Interface & Experience,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2054,1,I love it,4,2025-01-29,POSITIVE,0.6369,POSITIVE,0.9999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2055,1,It is helpful to save time and energy,5,2025-01-28,POSITIVE,0.7964,POSITIVE,0.9988,['Customer Support'],Customer Support,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2056,1,good app,1,2025-01-28,POSITIVE,0.4404,POSITIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2057,1,DIGITAL LEADER BANK IN ETHIOPIA CBE,5,2025-01-28,NEUTRAL,0.0,POSITIVE,0.9734,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2058,1,Turning off the developers' options :( This is getting out of hand. We don't need to go through that...,1,2025-01-28,POSITIVE,0.0772,NEGATIVE,0.9956,['Feature Requests'],Feature Requests,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2059,1,🤙best,5,2025-01-28,NEUTRAL,0.0,NEGATIVE,0.6971,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2060,1,Good app,4,2025-01-28,POSITIVE,0.4404,POSITIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2061,1,I don't have an idea why our country soft wares needs some beroucracy?? How many peoples knew that about developer options N why is the new app forceing to disable that?? in my side i didn't get the apps as of b4.,1,2025-01-28,NEUTRAL,0.0,NEGATIVE,0.9992,['Feature Requests'],Feature Requests,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2062,1,"BEST APP EVER,BUT WHEN CBE BE INTEGRATED WITH INTERNATIONAL TRANSFER",5,2025-01-28,POSITIVE,0.6369,POSITIVE,0.9357,['Transaction Performance'],Transaction Performance,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2063,1,Where ever you go no one is like cbe mobile banking.it's absolutely perfect,5,2025-01-28,POSITIVE,0.6478,POSITIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2064,1,"Does""nt give you a list of beneficieries.",2,2025-01-27,NEUTRAL,0.0,POSITIVE,0.9234,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2065,1,This app is more helpful and best,5,2025-01-27,POSITIVE,0.8204,POSITIVE,0.9989,['Customer Support'],Customer Support,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2066,1,I like it more the app cbe thank you !,5,2025-01-27,POSITIVE,0.6476,POSITIVE,0.9997,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2067,1,Alert The device developer Mode is turned on. Please turn off Developer Mode from device settings and try again to use this app OK What is this ?,1,2025-01-27,POSITIVE,0.7531,NEGATIVE,0.9968,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2068,1,Correct your order of incoming and outgoing birr,3,2025-01-27,POSITIVE,0.296,NEGATIVE,0.8908,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2069,1,Nice App,5,2025-01-27,POSITIVE,0.4215,POSITIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2070,1,The apk doesn't work when the phones developer option is turned on. It always asks me to turn off the developer options to open the apk. Please fix it as it is unnecessary.,4,2025-01-26,POSITIVE,0.3182,NEGATIVE,0.9994,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2071,1,Wow amazing app,4,2025-01-26,POSITIVE,0.8225,POSITIVE,0.9999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2072,1,Woow app,2,2025-01-25,NEUTRAL,0.0,NEGATIVE,0.9865,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2073,1,Wow 👌 👏,5,2025-01-25,POSITIVE,0.873,POSITIVE,0.9989,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2074,1,Best App👌🏿,5,2025-01-25,POSITIVE,0.8842,POSITIVE,0.9997,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2075,1,"Why on earth is CBE telling me to turn off developer mode? As the name clearly states, it's for developers, not for CBE to dictate. There are countless financial apps out there that work just fine without demanding such an unnecessary restriction. If your app can’t handle developer mode, that’s a you problem. Fix your code instead of disabling features that have absolutely nothing to do with you.",2,2025-01-25,NEGATIVE,0.4086,NEGATIVE,0.5819,"['Technical Issues', 'Feature Requests']",Technical Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2076,1,It keeps asking for an update recursively since the last update. What is going on??,2,2025-01-25,NEUTRAL,0.0,NEGATIVE,0.9985,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2077,1,I donot want to update.,5,2025-01-25,POSITIVE,0.0772,POSITIVE,0.6201,['Feature Requests'],Feature Requests,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2078,1,The qr code scans must be backed to see the transfer is done and to use it easily,2,2025-01-25,POSITIVE,0.3612,NEGATIVE,0.9894,['Transaction Performance'],Transaction Performance,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2079,1,Nice app thanks cbe,5,2025-01-25,POSITIVE,0.6908,POSITIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2080,1,NICE,5,2025-01-25,POSITIVE,0.4215,POSITIVE,0.9999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2081,1,I like it,5,2025-01-25,POSITIVE,0.3612,POSITIVE,0.9999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2082,1,It is very nice to use,5,2025-01-25,POSITIVE,0.4754,POSITIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2083,1,"the ""developer mode"" need to be fixed, it sucks",2,2025-01-25,NEGATIVE,0.3612,NEGATIVE,0.9997,['Feature Requests'],Feature Requests,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2086,1,Data problems,1,2025-01-24,NEGATIVE,0.4019,NEGATIVE,0.9996,['Technical Issues'],Technical Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2087,1,nice one,5,2025-01-24,POSITIVE,0.4215,POSITIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2088,1,This app after update they ask verification .why they restricted for update?,5,2025-01-24,NEGATIVE,0.3818,NEGATIVE,0.9928,['Security & Privacy'],Security & Privacy,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2089,1,Best and ease to use,5,2025-01-24,POSITIVE,0.7717,POSITIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2090,1,thank you very much and we are very very happy with your service🥰,5,2025-01-24,POSITIVE,0.9334,POSITIVE,0.9999,['Customer Support'],Customer Support,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2091,1,Cbe is the leader bank in Ethiopia by digital payment system,5,2025-01-24,NEUTRAL,0.0,POSITIVE,0.996,['Transaction Performance'],Transaction Performance,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2092,1,Like it,5,2025-01-24,POSITIVE,0.3612,POSITIVE,0.9997,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2093,1,it's not working properly,1,2025-01-24,NEUTRAL,0.0,NEGATIVE,0.9998,['Technical Issues'],Technical Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2094,1,Make an option to send statement by email,1,2025-01-24,NEUTRAL,0.0,NEGATIVE,0.9494,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2095,1,It is simple and very accurate system,1,2025-01-24,NEUTRAL,0.0,POSITIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2096,1,"I am happy for using CBE. How ever, i am happy we can not send money to other tele birr by this app. why???",5,2025-01-24,POSITIVE,0.8377,POSITIVE,0.992,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2097,1,Why developer option is off ? Please remove this feature.,4,2025-01-24,POSITIVE,0.3182,NEGATIVE,0.9992,['Feature Requests'],Feature Requests,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2098,1,Reminding me to update and pay every month,5,2025-01-23,NEGATIVE,0.1027,POSITIVE,0.9342,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2099,1,its excellent app,5,2025-01-23,POSITIVE,0.5719,POSITIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2100,1,"After a recent update, this app stopped working with a message "" the developer turned off advanced ... etc.",3,2025-01-23,NEUTRAL,0.0258,NEGATIVE,0.9997,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2101,1,I am students of accounting and finance when i graduate i wish to do in CBE thanks,5,2025-01-23,POSITIVE,0.6808,POSITIVE,0.9988,"['Account Access Issues', 'Feature Requests']",Account Access Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2102,1,wow . what i can say thank you.,5,2025-01-23,POSITIVE,0.743,POSITIVE,0.9999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2103,1,Good App,5,2025-01-23,POSITIVE,0.4404,POSITIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
2104,1,very inconvenience to use. unreliable and needs upgrades!!!,1,2025-01-23,NEGATIVE,0.5674,NEGATIVE,0.9996,['Feature Requests'],Feature Requests,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
